,Comparison,Slope_Gbm,R_squared_gbm,P_value_Gbm,Slope_kidney,R_squared_kidney,P_value_kidney,Slope_Endo,R_squared_Endo,P_value_Endo,Slope_Ovar,R_squared_Ovar,P_value_Ovar,Slope_Brca,R_squared_Brca,P_value_Brca,Slope_Luad,R_squared_Luad,P_value_Luad,Slope_hnscc,R_squared_hnscc,P_value_hnscc
0,GRB2,-0.1637256664824653,0.4115691431244513,5.6518915861054995e-14,0.1950107391201895,0.3190044833364907,9.660917045267772e-18,-0.25942399931355536,0.1989146737949992,2.115854588164119e-08,-0.028630045954381417,0.00175006707910392,0.6748003523452872,-0.10335855246236997,0.03146324888510287,0.05789878320139277,-0.13156095503643306,0.09253786077453023,6.150696536239679e-06,-0.045964740862149515,0.040168131533483566,0.004745287670316827
1,SOX9,0.24829961827488556,0.27358745673390444,5.3824781824466724e-09,0.1988586171845548,0.10685579747718144,0.002405922511554229,0.1469582349262245,0.011617201354696616,0.2296317767347702,0.1277739771840483,0.0058572188484610245,0.44226837600969693,0.28124895373923625,0.06396833833287201,0.006388999919022514,,,,,,
2,CDKN2C,0.27517296279344844,0.2362860506001864,8.39950985947283e-08,0.5067033593565926,0.5302906411526801,2.460993506756936e-33,0.04400245967521575,0.0009709573424965727,0.7108211916358858,0.7489231551665937,0.18405204296197175,6.13969760894084e-06,0.17644903843964002,0.05994558391422405,0.008359938935069897,-0.2106597605408728,0.07532077748467593,4.905673110043736e-05,,,
3,GAB1,0.1424470497679289,0.2154910785667288,3.6900400482481374e-07,-0.17524771799427494,0.18688647709996575,3.0845897134606445e-10,0.013303786689377244,0.00013088938048914843,0.8917452308813696,0.4854637353334573,0.11232362695513393,0.0009601898651302516,-0.07716262986313364,0.019873005275860927,0.13290278830321212,-0.1269000277008018,0.017451062391027134,0.05422033702120116,-0.0037590625800582728,0.04342814426405802,0.01691237428967026
4,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,-0.16913297582623132,0.06625333670618659,0.00014546365336470628,-0.17036501644905494,0.0353666355584232,0.00813516776645863
5,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,-0.16913297582623132,0.06625333670618659,0.00014546365336470628,-0.17036501644905494,0.0353666355584232,0.00813516776645863
6,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,-0.16913297582623132,0.06625333670618659,0.00014546365336470628,-0.17036501644905494,0.0353666355584232,0.00813516776645863
7,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,-0.16913297582623132,0.06625333670618659,0.00014546365336470628,-0.17036501644905494,0.0353666355584232,0.00813516776645863
8,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,-0.16913297582623132,0.06625333670618659,0.00014546365336470628,-0.17036501644905494,0.0353666355584232,0.00813516776645863
9,DBI,0.1818303111698339,0.21361808965898316,4.209130499164386e-07,-0.6485471472781679,0.5739232865299875,2.3622859352755352e-15,-0.2520101040032348,0.1065072546286356,6.552258357968848e-05,0.1195048545801424,0.011114459763267508,0.2892141090582228,0.15975641584342587,0.03745359731118561,0.03823435322832562,-0.16913297582623132,0.06625333670618659,0.00014546365336470628,-0.17036501644905494,0.0353666355584232,0.00813516776645863
