,Comparison,Slope_x,R_squared_x,P_value_x,Slope_y,R_squared_y,P_value_y
218,SMC1A,0.060486733503299174,0.05595152120273472,0.013273881021308387,0.0865313517853464,0.09062034380096692,1.9976606427133705e-05
219,TSPAN8,-0.2869120513837027,0.056946632658117086,0.013311002595358936,-2.2234864606616243,0.7101840170211485,1.5735247809955908e-53
220,AKT1S1,0.03746527901082184,0.05582829791400866,0.01337866697996813,,,
221,NAV3,-0.11533316245071865,0.0613205297633619,0.013465620529237495,,,
222,PRKCH,-0.053562918871917005,0.0612716230057952,0.013503985899786727,0.2968188418797256,0.2894834418708966,2.384518988107273e-15
223,ITGA7,-0.0671320366901254,0.05509487325781248,0.014019904001323313,0.32224481875136946,0.10873945255911488,4.5695150363831926e-06
224,PTPRC,-0.1087374225436403,0.05498278826100867,0.01412060508877283,1.0885945877086909,0.6120903492135038,2.415710326484887e-41
225,SEC14L1,0.05322157260438002,0.05477012869988514,0.01431368324530596,-0.08223804344261049,0.05804338555466326,0.0007145038557931923
226,PGK1,-0.0661639381319883,0.05471607841566529,0.014363181299840053,0.8778703487256302,0.8055907923588624,3.3338328894758276e-70
227,RTN4,-0.08586183042582654,0.05460459896046825,0.014465819859595809,0.08307952232989038,0.026628354269215563,0.6994220061448122
228,RTN4,-0.08586183042582654,0.05460459896046825,0.014465819859595809,0.08307952232989038,0.026628354269215563,0.6994220061448122
229,RTN4,-0.08586183042582654,0.05460459896046825,0.014465819859595809,0.08307952232989038,0.026628354269215563,0.6994220061448122
230,PLD2,0.054952463540657734,0.05448602388977242,0.014575806725943503,0.29571262160952544,0.3680819887338975,5.541971657836745e-20
231,SLC6A11,0.18728615323178424,0.05422201849259836,0.014823743021145969,,,
232,TBK1,-0.031821178765786474,0.05408545421091375,0.014953667396647238,0.16317860606536536,0.4635579542652631,9.084650120196015e-28
233,PARVG,-0.10196785378389132,0.054044025521088335,0.0149933094175505,1.1532217142379555,0.615827836433228,9.508115982598486e-42
234,FHIT,-0.07986927111003936,0.05402178194730998,0.01501463762297201,-0.9969804149712136,0.7266158249576724,5.7342541889223485e-56
235,ENO2,-0.11941453046252715,0.05319658196662176,0.015827996562889794,1.9255201606175376,0.8183962386624352,4.772339817646768e-73
236,CREB1,0.05554581343391428,0.0530481822702524,0.01597893866717944,0.14759070840234725,0.13655108735539082,1.1419075196905587e-07
237,TSG101,0.025554993914616627,0.05276440769136302,0.016271652510552098,-0.05828195874082755,0.08210321139462247,5.111697185923732e-05
238,TXNRD1,-0.047150515985096,0.052577631967368435,0.01646727455017182,0.13917488511743376,0.14409255733390305,4.796900887141007e-08
239,CLTA,-0.08295980377122192,0.052520905841623104,0.016527158529216348,,,
240,ARF6,-0.05002073108776112,0.052501876377840304,0.01654729678921473,-0.4386682352753716,0.6835706998040698,7.37673727546644e-50
241,TXN,-0.05752514208651826,0.05207549066567208,0.017005115812976247,-0.3777216638099229,0.4273214100881513,5.021656126527482e-25
242,ELAVL1,0.04515236472777938,0.0520261007046244,0.01705897111135771,0.08680851607169544,0.1730160782092883,1.622868758429846e-09
243,HK3,-0.13396125085064856,0.05163730948462584,0.01748900522351719,0.7739873470230695,0.4755301456844182,1.0277100580885998e-28
244,FOXO1,0.04757462482383568,0.05152983243869415,0.0176098142233238,-0.184404159776381,0.08854041566568006,0.0007900437038774737
245,PIK3CG,-0.06985480055946675,0.05136953646766949,0.0177915707920075,0.6476303794853076,0.4821833890214172,6.956593575580748e-21
246,ERBB3,-0.10038872841020767,0.05135378345303759,0.017809535359617254,0.2751982228971001,0.22836934512510665,1.8384475744665286e-12
247,VPS16,-0.02643688225844072,0.05135008040745563,0.017813760946883715,0.07761335998798681,0.12540627351987715,4.0696195513811977e-07
248,DVL2,0.060906114571592014,0.05131154379283727,0.017857796009894147,0.11810561827737785,0.11914459405523882,8.266250325169127e-07
249,SCIN,-0.17931541402331205,0.05130550504905822,0.017864706383297114,-0.5639126668126113,0.24347708689648595,2.671254833730375e-13
250,COL3A1,-0.15910311797028476,0.05089469169526962,0.018341252994485916,1.0303332569796892,0.4784556675142472,5.988995185995522e-29
251,ITGA9,-0.07909466110959508,0.069688769315293,0.01873164567982271,-0.10805218516451062,0.07053070373657665,0.09330498695299334
252,PTPN7,-0.08226221378453796,0.050563882831255284,0.01873437106385956,0.5449365379299909,0.3751187184677964,1.9709803110072128e-20
253,C1QB,-0.113937917622473,0.05037639680070443,0.018960963086448526,0.4120953452843666,0.2103162625946995,1.7609914072267374e-11
254,MAPK12,0.059681249668435576,0.05011578624226663,0.0192805696759466,-0.052826123336376415,0.004782434608349442,0.39881371629175894
255,RAB14,-0.048162999247498235,0.050113389131312636,0.01928353472764876,-0.0013484094156932267,2.0615314195616104e-05,0.9499001152528396
256,ITGAM,-0.11477962461003967,0.050085950538595526,0.019317507325004216,0.7936775448637405,0.5597989966360412,4.725671497722055e-36
257,PFKFB3,-0.04145549186861844,0.05005998907590862,0.01934970708971941,0.4294756451677685,0.4184878294714479,2.521441358399317e-09
258,NFKB2,-0.05926261960667471,0.05004748688294272,0.01936523291586129,0.4770775353011906,0.3386442249713942,0.100198528038148
259,NFKB2,-0.05926261960667471,0.05004748688294272,0.01936523291586129,0.4770775353011906,0.3386442249713942,0.100198528038148
260,RAP1A,-0.053882835063252116,0.04998563992901853,0.019442224047347727,-0.2723724512738713,0.4601595551230718,1.6717132844937587e-27
261,CTNNB1,0.0627727386165832,0.049900949096789514,0.01954815816101701,-0.15371623090346193,0.2352511191706355,7.669546492380174e-13
262,EIF2S1,0.053578357957604385,0.049393916438447816,0.020194771721925416,0.12901834243653534,0.4047803347073285,2.0984562780416426e-23
263,FZD6,-0.14070774633661087,0.054157032462046166,0.02044845646980644,-0.12665631266053404,0.04677070743676378,0.0037387247318926547
264,PRKCB,-0.1856567934939372,0.04908735543459658,0.0205962452998784,0.4563563141847686,0.20848325364473475,2.2092054282713862e-11
265,ITGB1,-0.0846982390704336,0.048992059360906566,0.020722693947056742,0.056698800142532764,0.03453052020584579,0.00948292983798958
266,CES1,-0.12900153800913924,0.048864287201020436,0.020893476870897588,0.14194674100804186,0.007653426513058088,0.6708661849691315
267,CES1,-0.12900153800913924,0.048864287201020436,0.020893476870897588,0.14194674100804186,0.007653426513058088,0.6708661849691315
268,DAPK2,-0.14523379321524954,0.07599192244778692,0.020898546714908952,-0.44326298423159854,0.16980579425961229,8.299304636934083e-07
269,VAV1,-0.09407457394172686,0.04865225956961037,0.021180047074254343,0.8658844238725184,0.5718063015073833,3.2877961455441557e-37
270,HLA-B,0.1379341784678914,0.048469469651739615,0.021430313199129185,0.9983847636939528,0.5178558876526316,3.0587128255307016e-32
271,E2F5,0.07172411465294491,0.06677721570117241,0.021481152646486958,-0.1362880211523315,0.21749982810456808,0.24407917200602666
272,TIAM1,-0.06136408199483676,0.048160156829709394,0.0218606926042739,0.24484258054735056,0.17262983452962175,0.002429579050713293
273,SMAD4,0.049962515738606335,0.04813005421352766,0.021903045171880103,-0.11260249478634593,0.1725970614196534,1.7056939434138223e-09
274,WNT5A,-0.08331450242807202,0.04779845635741093,0.02237515697462937,-0.09981857627592614,0.009916069873570896,0.6434010787844111
275,ROCK2,-0.05246566279771327,0.04779445518478157,0.022380916555394877,0.0414482289434551,0.021923987303890308,0.03936176337288643
276,RAB5A,0.04430315761499853,0.04776077214540934,0.022429462363528208,-0.2497908431919969,0.5310376286131036,2.1108328539619646e-33
277,SHC4,-0.10061464339334937,0.10342147050512482,0.02276524447780696,,,
278,NFATC1,0.04948587322108481,0.047420649260722036,0.022925724986971995,0.3320321840189385,0.35531742911647257,4.7605046329437246e-20
279,DSCC1,0.10350382376901084,0.07477790225120938,0.022995101629762496,0.5456361683076237,0.4110324518314669,7.69940664888083e-05
280,ITGA6,0.06156034415565818,0.046971167081620926,0.023598784808504542,0.3302744988420517,0.3331139175449476,1.6778341651450592e-15
281,ITGA6,0.06156034415565818,0.046971167081620926,0.023598784808504542,0.3302744988420517,0.3331139175449476,1.6778341651450592e-15
282,EPHA3,-0.12891755336964322,0.046928004088830966,0.02366446985251773,,,
283,TGFBR2,-0.06845443896748296,0.06390230634834279,0.023678423574465302,-0.032741969157018734,0.003909555867225525,0.3864285941518849
284,PLCB3,0.040642501194831884,0.04619104231020377,0.024815231674390804,-0.03941750857095045,0.03306595879324862,0.011162540649124477
285,MCL1,0.06265002702826171,0.04612209429867562,0.02492577691418768,-0.0558648454236564,0.02123759181105108,0.04260919356063325
286,GSTP1,0.057165232783551026,0.046063980902334066,0.025019341631603586,-0.07698353371887064,0.012133051240260213,0.12627555088884748
287,GSR,-0.034525913940954306,0.04594829647638067,0.025206667743496745,-0.2890424691658113,0.3669662057732902,8.139776750559359e-21
288,DDX58,0.09085634428980756,0.04586616794794805,0.0253405268747744,0.4891057220543561,0.4601057811329395,1.6878716398555302e-27
289,SAV1,-0.05619472152976318,0.04581493439239767,0.025424398916633714,0.17759253952279352,0.15589613518984866,2.673167602665354e-08
290,HAVCR2,-0.08143706954732854,0.050185376321073734,0.02580836494271603,1.1678459824422691,0.5665094627245753,3.1095232552945697e-35
291,CRABP1,-0.1809188751244492,0.04535021779218475,0.02619825036978976,-1.8260016693723815,0.6355638504143512,5.484338283222169e-40
292,MYOF,-0.08869388330512584,0.045250511155739685,0.026367398043112347,0.7898472494523341,0.6310046980149724,1.9606880846623704e-43
293,IKBKG,-0.0337854596270884,0.04524906938082877,0.02636985212454676,0.2268314015314605,0.4773657954785316,7.326090335270716e-29
294,CSK,-0.0420167925905079,0.045146174432202084,0.026545597023172742,0.4575634809459293,0.5686021156631964,6.744137665917182e-37
295,HCK,-0.101288634055575,0.04486262676968602,0.027036125716655087,-0.06909968389518756,0.02699019511512733,0.0293459190048246
296,HCK,-0.101288634055575,0.04486262676968602,0.027036125716655087,-0.06909968389518756,0.02699019511512733,0.0293459190048246
297,DNAJB1,-0.041609642919741036,0.04462042473429174,0.027462471237152286,0.09790857720509244,0.18012744499348826,6.94906968488086e-10
298,CPT1A,-0.059059010766602874,0.0444171404832437,0.027825621091349145,-0.5204490334361933,0.4608654846582078,1.4732655494344929e-27
299,RASA1,-0.04714838683069488,0.044325410294476064,0.027991095962673376,0.4066508098637035,0.6877388822730014,2.059306096939041e-50
300,ITGB5,-0.07459095138149707,0.0439733182510663,0.02863566329214825,0.03679353721579895,0.00888918197885862,0.19099853135070588
301,MAPK9,-0.03883205071848244,0.043732702921685976,0.02908488467247082,0.18683875816252865,0.4433768270250287,3.217019922178196e-26
302,LIFR,0.0742965566943421,0.04368816699399121,0.029168820958697963,-0.10296783614344952,0.0300328616519476,0.16077709481764554
303,VAV3,0.07575860390194672,0.042955437059769404,0.0305860216725792,-0.05905891756437815,0.023647643649260232,0.032291254301801464
304,FKBP1A,-0.04121166590834105,0.042445107745204484,0.031614655864643966,0.4300725012187658,0.6490063882269806,1.5889907985001825e-45
305,FLT1,-0.0717385153057609,0.04223327465985989,0.032052005315837954,1.1154528275099798,0.42808575202279053,3.419315703491653e-07
306,FLT1,-0.0717385153057609,0.04223327465985989,0.032052005315837954,1.1154528275099798,0.42808575202279053,3.419315703491653e-07
307,GAS6,-0.04626846567950366,0.051139920901231414,0.03209512181796912,0.08812055983956044,0.025957530341216024,0.037524206575310116
308,CREBBP,0.0303482928420227,0.04220754919850864,0.03210553960775075,0.11495409284781907,0.19346188311637635,1.3916625194868138e-10
309,GNA13,0.049345160586081,0.041543388329682525,0.03351993541143907,-0.14463287064628472,0.16854289704059844,2.7578536170327567e-09
310,DIAPH1,-0.04523744389826877,0.041499501199797305,0.03361562493793554,0.6017125424629745,0.6736433365582779,1.4418149545196573e-48
311,ACLY,-0.04745171031268079,0.04132350924095967,0.03400218177076681,1.3676219242446537,0.7984916172458967,1.0475262685709178e-68
312,ACLY,-0.04745171031268079,0.04132350924095967,0.03400218177076681,1.3676219242446537,0.7984916172458967,1.0475262685709178e-68
313,MAG,-0.18826899531782906,0.0412565949504367,0.034150352896334314,,,
314,NPC1,-0.04538531050803637,0.04097173701094296,0.03478860045773692,0.3363846258812108,0.3076273591720785,4.8243646398487435e-17
315,MEF2D,-0.035683004906202534,0.04093677232591866,0.03486778345398193,0.2659172644699106,0.31532754494998466,1.6291611703439663e-17
316,NGFR,0.08858258997600396,0.04068750930597377,0.03543768335597315,-0.045640069033310235,0.0035775055260044157,0.5217851665809874
317,MAP3K2,-0.033186472887633316,0.0406342013038681,0.035560803852131465,0.17687435703809284,0.34704149466043344,1.6384519880062734e-19
318,RALB,-0.04190471957681599,0.040550905008503314,0.035754068459215936,-0.09492920071512144,0.03418023238391272,0.009859718620242859
319,CYCS,-0.08888203323688919,0.04053487147689956,0.035791393592407975,-1.005163850700843,0.6513321617235697,8.378644132325563e-46
320,NCOA1,0.0342158290104746,0.04046507344995736,0.03595434777749856,-0.14600784076544798,0.15560909457305422,1.260326120109608e-08
321,PAK4,0.031734839077716286,0.04033125894679235,0.03626889966591215,-0.1624235558937633,0.2978133555696676,1.8926472641441543e-16
322,PPP3CC,-0.06796251216430016,0.04024927378569396,0.0364630185351909,0.23442540063675585,0.3110212351991111,2.9940764823278705e-17
323,CACNB3,-0.10459537855854448,0.04017306215293627,0.036644427826803765,0.2103176254309477,0.09210049856846564,0.08101844661933047
324,NEDD4,-0.04373137563207197,0.04016631372719683,0.0366605361271751,0.4952773259952625,0.6680315282466522,7.43903387440579e-48
325,GNAS,0.05674777505419719,0.040131583247134436,0.03674355234197309,0.21819861704224128,0.14821476708188455,9.286757842234414e-06
326,GNAS,0.05674777505419719,0.040131583247134436,0.03674355234197309,0.21819861704224128,0.14821476708188455,9.286757842234414e-06
327,GNAS,0.05674777505419719,0.040131583247134436,0.03674355234197309,0.21819861704224128,0.14821476708188455,9.286757842234414e-06
328,TOP2A,0.10640171406995824,0.04005702615002033,0.0369224214049482,0.6664217351097951,0.4439050231892387,4.226123210464126e-13
329,PDGFRB,-0.05003272171399454,0.0399742424195573,0.037122079261450634,-0.2695654303800063,0.263258647345521,2.0217212269475846e-14
330,PLA2G12A,-0.09610990486566373,0.03983463270202705,0.037461316307943436,-0.16542113886492688,0.035395939099604215,0.017920297957948358
331,NOS1,-0.11280277726073155,0.039813055546030235,0.037514031167276855,-0.4290712627278576,0.13151880621662393,1.5421497911139592e-05
332,RAP1B,-0.037487865863398286,0.03978241586801548,0.03758901807793308,-0.09032964969647586,0.09592198502149993,1.1104853591556073e-05
333,COL6A1,-0.1209252713037276,0.03977727915801275,0.037601604683369205,0.35290939841109265,0.2188954471281664,6.0538508873906964e-12
334,JAK2,-0.040539418273145916,0.0393728622480774,0.038606335391186214,0.2709941945631724,0.2640109198194399,1.830338383918973e-14
335,PKN2,0.04706796718250386,0.03924581024207737,0.038927671676910885,-0.1442846748485541,0.3448820890524113,2.256336987645435e-19
336,PRKAR2B,-0.14235349129937647,0.0392237293171829,0.038983799227608515,-1.1589829636179902,0.720785240964015,4.365577232977515e-55
337,SERPINE1,-0.13902930891700413,0.0391871021294376,0.03907708633112799,1.0751108646754977,0.4611991465644962,1.387767176159509e-27
338,RBX1,-0.06394417034009575,0.03913495558137162,0.03921029822950254,0.026246239516579645,0.01832633772868733,0.05983051636300939
339,SLC6A13,-0.29767950817514954,0.14815962423663462,0.03922114712544606,-0.557856664983923,0.2283980869019877,1.8317747763943986e-12
340,MGST1,-0.11313885740144347,0.03912405071753594,0.03923821469540238,-0.0549513757152869,0.005834252642175871,0.3014259971162188
341,GFAP,0.13964838507358096,0.03897841584769757,0.03961301451961943,,,
342,PDLIM5,0.06471256513854806,0.03897631984430356,0.0396184356244087,-0.11707288524955185,0.014305248193099803,0.2561227084993005
343,PDLIM5,0.06471256513854806,0.03897631984430356,0.0396184356244087,-0.11707288524955185,0.014305248193099803,0.2561227084993005
344,EPB41L4B,-0.08415493923820065,0.03845845156210384,0.04098163426203885,-1.0619581239817686,0.4646110000822745,1.4963241122398964e-21
345,EPHA2,0.06457806220336007,0.04230213108207456,0.041117970672079146,0.3831136442585159,0.2658674352930425,7.751090497748172e-12
346,MSN,0.08940496883480853,0.03836073064016171,0.04124425999012378,-0.04896987673338147,0.03207148340443842,0.012472742148890563
347,PPP2R2D,-0.07991933923300162,0.038078545567554814,0.04201245245973526,-0.1394441806587808,0.20883062260214413,2.1163605133171246e-11
348,RAB2A,-0.056440025822779925,0.03793375204123647,0.04241235749626483,0.08532336269342643,0.05818371580502193,0.0007036177082611946
349,TCF4,0.051954804290484505,0.03789380380621922,0.0425233826076537,0.4865600423309046,0.3502858404687723,2.4425258276744926e-09
350,ENAH,0.058546327644987135,0.03749896549382334,0.04363705299810693,-0.06466748285145403,0.012079217062005602,0.28902591403287553
351,CD300A,-0.07936177491318573,0.03722466395407663,0.044428496977944806,0.8915402457354356,0.5882882677016777,4.244717111631886e-24
352,PIK3R4,-0.03631700337886838,0.03718970211674439,0.04453043645543514,0.08793990327934102,0.24297603903534665,2.8493699269053933e-13
353,EIF4B,-0.02707388247026472,0.03696961736340384,0.04517773943428716,-0.17224351417972505,0.31616234695689505,1.4472464147695802e-17
354,ABCC4,0.043018449619784495,0.03682367588200517,0.045612351178499065,0.17415868089873993,0.09290383851834096,1.551629950762591e-05
355,MIF,-0.053650445897849605,0.03676186718587567,0.04579772223457848,0.5403169573152615,0.6992704840218817,5.512456009586927e-52
356,SMARCA1,0.057941769089601435,0.036747658871853946,0.04584044493540223,0.02139314407794848,0.0041570850851247974,0.3717685758513667
357,LIPE,-0.10733169974014398,0.03672047009393933,0.04592231368338505,-0.10914966810467183,0.0328613268596107,0.026416480460023137
358,PRKAG1,-0.027016784806971148,0.03667221713711419,0.04606798312781977,0.18777574234485656,0.2932410500375035,3.555649173992493e-16
359,ENC1,-0.07133644328456984,0.03997926041541275,0.04609389488245288,,,
360,UBE2C,0.0910445313372023,0.03613980745626479,0.047707483232008026,0.934514601521431,0.5560914954772498,1.02927995946551e-12
361,MEF2C,-0.04902278568937014,0.036081118021503183,0.047891883881835434,0.5233289370288438,0.5040659693502052,1.564781141223466e-19
362,MAP2K7,-0.0427512518673648,0.03600998986587442,0.04811636004543246,0.036086108907260134,0.028669143964650638,0.018266260027895238
363,PGBD5,-0.10391543312451536,0.035970789126586335,0.04824054242332322,0.8004022230906066,0.5087370849860036,7.27290033525778e-16
364,PLA2G16,-0.0872018431636392,0.035639631389741515,0.0493029960231927,0.3932678294599043,0.3732739991006588,3.0866615179345646e-21
365,PRKAB1,-0.02916188439204045,0.03562961530935881,0.049335507260053965,0.021898621702627363,0.005677962129106473,0.2963751883618615
366,YY1,0.05248617094177215,0.03562708075564555,0.04934373771404985,-0.16116319070146776,0.11268743632726895,1.710050454813928e-06
367,CACNG2,-0.14914616001744233,0.035410887666291614,0.05005106669583367,,,
368,HK1,-0.1186358655686909,0.03505223730046892,0.05124785247962122,-0.13135203884095678,0.05168189737076302,0.0018582211412255048
369,NFKB1,-0.04311693352158222,0.03496535159045325,0.05154224304750999,0.3870841632601146,0.5871358171621706,9.801360061328623e-39
370,AKT1,0.0372112044738749,0.03492833453158802,0.051668200886362835,0.20327893161851934,0.3127764462857182,2.337385368868971e-17
371,ACVR1,-0.04439437286259292,0.034623290679054015,0.05271846799778028,-0.12027241161743575,0.0481461127940286,0.003433888181642935
372,RPS6KB1,-0.026906505478111832,0.03434999652664647,0.05367833056089929,0.3111522729894133,0.5750260859021845,1.5886169916181507e-37
373,PIK3C3,-0.030927843964930524,0.0340746195588977,0.054663970320800115,0.12211879971294355,0.35550466305580425,4.6284055493008077e-20
374,LATS1,0.03183675582986162,0.03405002452326186,0.05475291618404832,0.04502520533184545,0.023294891802745143,0.6950443324019027
375,PAK1,-0.11489633829289905,0.0339952665296638,0.05495148710831923,0.06943169970526282,0.06732960862965068,0.0002586359434416608
376,CD48,-0.06368021912617146,0.03740246300716469,0.055112517945834286,1.039581708485494,0.5312035639722084,6.009396647443892e-28
377,HRAS,-0.08305381672481017,0.033908948139977524,0.05526603547652395,-0.21233505690024174,0.24546372334456065,7.468918375521369e-11
378,MAP2K1,-0.08394152829531566,0.033713190733758884,0.0559863756069137,0.23336265910040266,0.4972216507533481,1.743268279823927e-30
379,SULT1A1,-0.07992158593661619,0.033620058014484026,0.05633251976182861,0.050916330753804376,0.005618723073831247,0.2989158459061581
380,THBS2,-0.0865932267251427,0.03361314387409184,0.056358306431437084,1.2454851700064646,0.38182613082025213,8.163199095559686e-22
381,GYS2,0.0660087472607506,0.033578731933768834,0.05648683135504976,,,
382,THBS4,-0.11281616976402402,0.033546862776875484,0.05660613258910025,-0.7146035991895389,0.3093272491667253,3.800091680510565e-17
383,PHLPP1,0.035185504057625105,0.03351786097267016,0.05671492895678507,0.09018891370102897,0.016149569304941273,0.3791610824932343
384,CEBPB,-0.05954677732949081,0.036851265468997536,0.05697115243452039,0.5243049946104823,0.3497479514631602,1.095530612269949e-19
385,NQO1,-0.12473846882287255,0.033367900044922065,0.05728098661483263,-0.3537399039100493,0.0756854709703234,0.00010349202708095932
386,SKP1,-0.058315664852018084,0.033133646367877786,0.0581770819702837,0.07898912871106803,0.14257584860088898,5.713856295760999e-08
387,ITGB2,-0.08632743217526212,0.03305752133613348,0.058471433516931424,1.1621080200023588,0.6511632830067874,8.778455473983487e-46
388,PCK2,-0.055706355888741454,0.033051032711899506,0.05849659499442079,-1.4898171494420078,0.6451664138332768,4.5293777203736134e-45
389,MAP4K2,-0.05061563966944749,0.03292524705024171,0.05898661128230051,-0.014061371249254993,0.001742496454628355,0.5715906272735396
390,CES2,-0.059681838524152424,0.032882450813007315,0.0591543087678404,0.039411977171394816,0.0017135147745967914,0.5665904744073749
391,BAP1,0.03637395165613068,0.03622196875367136,0.059173426324815925,0.08103119156417864,0.02995751430757823,0.0373526281178997
392,PAK5,-0.09586465546013004,0.03286937051433888,0.05920566363287848,,,
393,LRRC8A,-0.053976964521228535,0.03270951148735758,0.05983707714496584,0.04428468185743322,0.01393949194880912,0.10850169861876778
394,TGFBR1,-0.05031952460932938,0.032701727709316335,0.059868001198611714,0.2576516332422335,0.2104119287452325,0.0002930359231375302
395,ABCC3,-0.08277456668302667,0.032691658272042914,0.05990803076324922,0.9792360462823814,0.7055645948929091,7.203927391344139e-53
396,NF1,0.06017881269166265,0.03256230801989395,0.06042474575914096,-0.005558507095823954,0.0007038371410020631,0.7134729793284154
397,SETD7,-0.04339814790922578,0.0324973109747254,0.060686150900603884,0.5310994161517656,0.5688350514653149,6.4020786519766944e-37
398,IRS1,-0.050418942121043066,0.0324770627155298,0.06076782738131064,-0.21785550425443287,0.12391170395685197,1.4467951696911791e-06
399,MAPK3,-0.051156613843162425,0.032321497719717235,0.061399196547721475,0.2831098559361014,0.4768794490437945,8.01435163906414e-29
400,AQP4,0.09715723895819174,0.032276710563587704,0.061582240639636215,,,
401,CLTCL1,-0.04988951819002803,0.032161762338544383,0.062054656980669275,0.06576632344735006,0.025620406942513583,0.3735741189988456
402,PRKAR1A,-0.04202275140489966,0.032159563305609824,0.06206373159470908,0.11788872421179555,0.17632373741266744,1.094710975593737e-09
403,MDH1,-0.0932118506074952,0.03209160363129165,0.062344864403725615,-0.45229177147084004,0.6266111511829175,6.12900391310669e-43
404,ITGA4,-0.06748384705659452,0.03164301906952173,0.064234420034352,0.7121240574729916,0.5647593425211994,1.5853003631053114e-36
405,VEGFA,0.11461083607116065,0.030980107306845868,0.06713777036983534,0.9733332163021332,0.3688257104747337,0.007516636972098373
406,COL5A2,-0.09824095040624077,0.030843012328805795,0.06775525958772641,0.8964744809024918,0.4863023096850906,1.3863340744231205e-29
407,RAB9A,0.03016142238535994,0.030777642594336182,0.06805179535071007,0.20262814174928825,0.2665558208541438,1.3065041027922331e-14
408,GCLM,-0.04898891625486762,0.030733356962868923,0.06825346453179795,0.5255558558212394,0.5295789891346208,2.847844491541933e-33
409,PRKAA2,-0.06343046634838125,0.0306622469822046,0.06857860614242246,-0.07741215902012204,0.02813465332365502,0.01940013606343998
410,RALBP1,-0.040138778391748606,0.03054910456706488,0.06909930640312105,-0.20558972936045192,0.2936686739846321,3.3525823612325433e-16
411,FKBP5,0.08088570716778075,0.03046966049258295,0.0694674118416944,0.21322641452038898,0.107068520596103,3.2094087992640587e-06
412,PPP2CA,-0.053388718193254366,0.030438830294423562,0.06961082069913453,0.09881807135164372,0.1050420412492436,4.0248518815716105e-06
413,CBL,-0.02321831899077487,0.030394840748849405,0.06981598220449031,0.34861784025539233,0.5230353830166604,1.0792244415705443e-32
414,CDK1,0.0763495082843141,0.030373342886418537,0.06991647742307898,0.8356264909485293,0.5778930351738404,1.3765004580314093e-31
415,PSMC5,0.021216655401341832,0.030179623021388883,0.07082896854481825,0.10115684216641896,0.2753079762576558,4.062951508284303e-15
416,TP53,-0.08603749675412012,0.04066655354459543,0.07284714861282353,0.2795747499825879,0.1616402398355818,0.0019346978436657566
417,ALDOA,-0.04617967574930853,0.0295616056833844,0.07382510209958251,0.02877874164878885,0.0021135249704390094,0.8657466211720273
418,ARHGEF4,0.053551729475406304,0.02941031640988663,0.07457877989419162,,,
419,ITGB4,0.05581340724158576,0.02924735955303915,0.07539970178536512,-0.2094210608662555,0.052205461134381036,0.5862670515614565
420,ITGB4,0.05581340724158576,0.02924735955303915,0.07539970178536512,-0.2094210608662555,0.052205461134381036,0.5862670515614565
421,CDC37,-0.03076849497691753,0.02921859259909082,0.07554561109861226,0.2361860119839975,0.5206811080889128,1.7352311877459474e-32
422,FGFR3,0.07931439374256556,0.029040061627476525,0.07645785595504923,0.16729625547827745,0.011176895995224373,0.4946054914857872
423,PRKCI,-0.029269064875368057,0.028954016276386583,0.07690168702457145,-0.05060217641803892,0.02768413023916634,0.020411783422841025
424,PRKCG,-0.14370842644729148,0.02895341822110885,0.07690478139822468,,,
425,CDH9,-0.07777355679416087,0.03492266994117518,0.07779051179176387,-0.2748271381656657,0.13117108004875944,3.0826224222899124e-05
426,GNG3,-0.09537054982567164,0.028691505117065613,0.07827271180705224,,,
427,STRADA,-0.03955794436855097,0.028469576129705677,0.07945202206857595,-0.008163087629085554,0.0010751250955100757,0.6577104994341313
428,BRAF,-0.0693712896222628,0.02845731482381408,0.07951772510245263,0.11906089915020207,0.20933372094391547,1.988705651064947e-11
429,TYMP,-0.10261665891987247,0.02838449791874062,0.07990911041313886,1.2942925742383613,0.7389486546699656,6.765802751312126e-58
430,STOM,-0.06830425900400121,0.028338941260032044,0.08015501432573131,0.6169812632994767,0.4853540778928482,1.6564241599743116e-29
431,CDH18,-0.07892570332503818,0.028327846650876138,0.08021502203382971,,,
432,TTBK1,-0.06570769575585189,0.028318965624096006,0.08026309148169959,-0.8256220715959895,0.42241590442503735,2.2400320651373715e-11
433,ME1,-0.09814077040455944,0.02820918286744228,0.08085983658736788,0.3240427464402224,0.1917453817119572,1.7140038672231363e-10
434,BMPR1A,-0.05227429011320831,0.03433799323115508,0.08211516495356116,,,
435,CUL4A,0.022604676580261385,0.027907766817454827,0.08252262982862284,0.0996719661586914,0.20389457685851864,3.8891398428649866e-11
436,RALGDS,-0.030267616696292587,0.030067138609519737,0.08447659013441118,,,
437,IGF2,-0.07291959331571424,0.027412679641553916,0.0853333301226712,-0.4490338094918777,0.2763173811886901,3.54782550142386e-15
438,TNK2,-0.02868604587469926,0.02727229333589745,0.08614877056778543,0.1576998238784494,0.13374444150740525,5.0204073942187594e-05
439,RHOC,0.05772072711418717,0.02725900093027164,0.08622640980781003,-0.04170120214400036,0.00810254245512621,0.2119634010155249
440,KSR2,-0.0894830317239971,0.026995181061202928,0.08778289973513771,0.041844966025180716,0.005091642938159564,0.3937213585598103
441,PAK3,-0.10228008420622033,0.02690474699720227,0.08832332752358492,,,
442,SHC3,-0.07968103159639474,0.026785369015960108,0.08904217284004162,,,
