,Comparison,Slope_x,R_squared_x,P_value_x,Slope_y,R_squared_y,P_value_y
20,TPM3,-0.08981334566040547,0.16133934462751953,1.4980082118305127e-05,0.21806829063260794,0.2717680490905861,0.038372570766990736
21,SHC1,-0.1303681089093668,0.1580355974686752,1.8660877555703734e-05,0.16007040033412878,0.5420935020376981,0.03726614348228733
22,PPP1R12A,-0.05654103487811074,0.15789273335606602,1.8838741464671428e-05,-0.00410695065656676,0.00012745798545552814,0.8758466076449343
23,TEAD1,0.16068235315846902,0.15505811295589078,2.27346171692142e-05,0.05474936767595202,0.017941672037534384,0.12426869061248612
24,REL,-0.0921356098032471,0.15383803675953442,2.4646940589403782e-05,0.2651300674728363,0.34484415650050904,2.2690347976984076e-19
25,MAP3K4,-0.07433458155201687,0.15322395743824185,2.5668639734664815e-05,0.08718511667014057,0.08114640070793089,5.679270684852722e-05
26,TRIM28,0.14653545876837407,0.15068109580062974,3.0363318856729134e-05,0.04786805691866152,0.036073525953858994,0.007989439948445972
27,RAPGEF1,-0.05702924943533394,0.15064333986414782,3.043905335249298e-05,0.33501308350076764,0.5410586937639897,2.629717725764964e-34
28,PSAT1,0.15777714980617288,0.14751239404203048,3.741355695229833e-05,-1.646015076935488,0.6638567675847169,2.4768526358674484e-47
29,COL6A2,-0.2429841563529506,0.145806271519725,4.185567783917588e-05,0.5680919588084832,0.3877338776136022,0.0006806267097940477
30,COL6A2,-0.2429841563529506,0.145806271519725,4.185567783917588e-05,0.5680919588084832,0.3877338776136022,0.0006806267097940477
31,NOTCH1,0.09120146283974084,0.14422272314714088,4.64427540324205e-05,0.13530248210504686,0.039282765343340485,0.006691799764668888
32,RB1,0.15969960259238605,0.14289971206860452,5.065312809933186e-05,0.3629404109410415,0.5574075874991121,7.966328499908582e-36
33,PRKACA,-0.10888091311405863,0.14068601825454968,5.8556838088374185e-05,-0.2954404791852015,0.5954770820435437,1.3719055505169963e-39
34,ZEB1,0.1246756781297918,0.14033986928109932,5.989826337660631e-05,0.33947321619390003,0.3924681170349632,1.8427500048929397e-10
35,TRAF6,0.06937373145367885,0.1381694180851581,6.902898815438798e-05,-0.0038244164305375615,0.0004150791729735575,0.7779701030704559
36,MET,-0.15716658898123415,0.13764209087052046,7.144734928879852e-05,0.927872891545772,0.7069525602584533,4.5724306749275935e-53
37,RASSF5,-0.1130964127791962,0.14889240302383194,7.998252297534548e-05,0.5786980361221539,0.4330214882830729,4.2742539150502647e-19
38,PGM1,0.0831989650447605,0.1349438147695293,8.519465861736664e-05,0.16058636557182113,0.09248265878533683,1.625696289045904e-05
39,SERPINB2,-0.2444965808344744,0.18272626647953585,8.52436433897453e-05,,,
40,YES1,0.08964064854981839,0.13410990922323665,8.994981573870269e-05,-0.4210737560868709,0.4553352371698703,3.94758010247535e-27
41,PPP2R3A,-0.10411213358372512,0.14362418345806466,0.00010963206827541696,0.21072141211533174,0.2854188488791235,1.036324463132273e-15
42,MKNK1,-0.07456355572305433,0.13000508764676105,0.00011746177536874387,0.41323002524977615,0.5111315696579716,2.9524902889814233e-22
43,SLIT2,-0.15601651536862468,0.15734661868589214,0.00011888871827826604,-0.9856039998017786,0.6466319421483971,3.3598198544560477e-43
44,GNA12,0.08774803166007952,0.12979408421267255,0.0001190816014786323,-0.21133986754922987,0.3157175662127301,1.541513494635991e-17
45,MMP2,0.15425684102373582,0.12917599419870227,0.00012395475344007534,-0.4170039812034486,0.2540719353693828,6.757865044826712e-14
46,COL1A1,-0.3363249645694376,0.1289364891564015,0.00012589562806210043,0.5546141666795646,0.20523401402970892,3.2983092621251905e-11
47,ITGB8,0.13683942016486164,0.12811350087498166,0.0001327967732366868,0.008823930267690723,7.125166043753486e-05,0.9070084152637928
48,AJUBA,0.09685858409988887,0.1275147867539458,0.0001380511147290718,0.22534696604885185,0.17135718773921674,5.45707976090176e-07
49,IKBKE,-0.11355715498115335,0.1393664835629516,0.00014131898637407235,0.5244570575956922,0.3002263436478215,2.1692611063714672e-05
50,SSH2,-0.09049879765007893,0.12519204464324393,0.00016045483615268196,-0.4710952066708617,0.3806225005753727,1.4267809282345518e-06
51,PRKCD,-0.10047880101812408,0.12510811431867244,0.00016132841647889344,-0.2323760957608157,0.3032551077708002,8.89002899525588e-17
52,PRKCQ,-0.1449010639774365,0.13648222619542816,0.00016776187313173618,-0.3912062694069163,0.19499549360132212,1.1549144049346743e-10
53,CACNB2,-0.14980300549749562,0.12319803992843402,0.0001825319134570241,,,
54,SSH1,-0.07660223182736299,0.1225774501261778,0.00018999747947410519,0.34993415092693225,0.3538903334184881,2.0264433006719213e-18
55,CTNNA1,0.132336548055495,0.12218621517011367,0.00019485843793122108,-0.24656432289965535,0.4053425517507808,1.915167317650023e-23
56,CASP3,0.15390181973794018,0.1211261995019684,0.00020865601566025626,0.3629984458602859,0.4341877036692723,1.5651769057406895e-25
57,LIMK1,-0.0855303639027973,0.11970667616912585,0.00022865842359613383,0.4372207038382209,0.3468336866563709,9.47928811016769e-19
58,PSPH,0.20177547855705266,0.11918104950410625,0.00023653700377076562,-0.11285432331986027,0.029879893756119668,0.015941764097875292
59,VPS11,-0.0428738546606933,0.11707686753282065,0.0002708597742910586,0.19646975486725649,0.5244573509066605,8.091915422790907e-33
60,THEM4,-0.14030787805470732,0.12838840526766596,0.0002709616365391685,-0.6953506292259038,0.3499093691265664,1.0694887672655398e-19
61,CTSL,-0.09560079203160116,0.11680514772477635,0.0002756371642713544,-0.6155510034665719,0.5474751802549556,6.766767190187246e-35
62,TTC9,-0.16657042768898184,0.11570182677330453,0.00029590838040582083,-0.1426706640687444,0.018279473134953247,0.06577836624850104
63,PARP1,0.10674227500068896,0.1155678143300717,0.00029846903024894283,0.19544103902363485,0.2874849582064281,7.820972344976347e-16
64,ATAD2,0.11008416450643474,0.11552927410392505,0.0002992094951012176,0.3842215708846262,0.09758898992452768,0.00272124255575932
65,PLD1,-0.1038702343956614,0.11547219714484365,0.00030030944636862025,0.318463374881864,0.3451632733258461,2.1643793948408764e-19
66,NPC2,-0.17921422215043725,0.11520658319383464,0.00030548111518336564,-1.5507408849696842,0.7326382679754061,6.729667328584582e-57
67,COL6A3,-0.2617862083722885,0.11470488479397485,0.00031549136942453804,0.2713302730233716,0.11661617092112628,1.0993176479291508e-06
68,COL6A3,-0.2617862083722885,0.11470488479397485,0.00031549136942453804,0.2713302730233716,0.11661617092112628,1.0993176479291508e-06
69,PPP1CA,-0.051860444896229034,0.11428226529281155,0.0003241754603918588,-0.04209680061206834,0.06558849200137082,0.00031294492331482656
70,CREB5,0.10816160228656027,0.11370684694601077,0.00033638118312979954,0.44059397382750576,0.3719909364532123,5.1999944664417525e-15
71,RICTOR,-0.04475461631864131,0.1123170160958327,0.0003677725967118002,-0.2986138507279685,0.6840359301407496,6.402883397439651e-50
72,DUSP3,-0.08357408662250153,0.11200335377845462,0.0003752492078812089,0.09633691552063244,0.12305354858919665,5.313479120884124e-07
73,DEPTOR,-0.1118303792069741,0.11178947619720768,0.0003804334823005324,-0.33058373267341673,0.35511444221963834,4.907936503635245e-20
74,MAFG,-0.08281645716150421,0.10940845622336916,0.000443168777993208,0.3625299314628109,0.39251846784567024,1.1333237062070414e-06
75,RAD50,0.07201142464825902,0.1091842786186744,0.0004495790211604664,0.2485170725169259,0.501638068483655,7.441127669622173e-31
76,EIF2AK2,0.05686234869053582,0.10900001669356964,0.00045491666866478563,0.13913033769059846,0.23886096446822375,4.83426184896661e-13
77,SEMA6A,0.07568361852439902,0.10890391022299033,0.00045772553906930685,0.8041284306397666,0.5285280133862221,3.377601505747887e-08
78,RASA3,0.07355542533534865,0.105946202012577,0.0005531083449666209,0.24831379575180795,0.2873832157203514,7.930270012099724e-16
79,ULK1,-0.08027398600347828,0.10456803993777763,0.0006040481791948659,0.24171830643116704,0.1516533176262442,8.416953014107916e-07
80,RASA2,-0.100667066900554,0.1042073605401742,0.0006181312038257722,0.044943454836537416,0.038269155303011455,0.006264695588521353
81,COL1A2,-0.2775709778127204,0.10401527620774527,0.0006257637690183197,0.6645064160814891,0.31592989891511963,1.495776656014854e-17
82,ARRB2,-0.06384271013896409,0.10370818384379964,0.0006381609834923327,0.35353816340324684,0.36559167679749655,1.0042345844138431e-20
83,CACNA2D1,-0.20579121458449093,0.10337697368685254,0.0006518051455708971,-0.1616636841603959,0.06252924987263718,0.0004373831748345591
84,STAT1,0.12373037343504605,0.10224695171293467,0.000700572267701068,0.6668835258747591,0.5075838914528713,2.3373334000867157e-31
85,SMAD5,0.0733771643335313,0.11104100092889033,0.000750759032964085,0.05271105043528917,0.03623865407776829,0.009446264703827041
86,CCND2,0.10847751265959876,0.121450202158386,0.000762395031174882,-0.139010203558227,0.18119094385343054,0.08847017119872913
87,HSPA1L,-0.05596007700003882,0.10085769210487144,0.0007655159428932765,0.14184683544029844,0.12281573323904857,5.458505435205823e-07
88,AKT2,0.09105804378927718,0.10078543282398464,0.0007690527670480528,0.02965696759841537,0.0217174683859086,0.040310805678870416
89,MYLK,-0.12337933665826832,0.10057367960388856,0.0007795110251067684,-0.3047671228431724,0.17774169495138942,5.285391728512444e-05
90,MYLK,-0.12337933665826832,0.10057367960388856,0.0007795110251067684,-0.3047671228431724,0.17774169495138942,5.285391728512444e-05
91,PIK3R2,-0.04742113320693173,0.09967308297144914,0.0008255912180972178,0.0377928188685114,0.01594054483828812,0.07939576476336542
92,PIK3AP1,-0.12145927107492238,0.09966617655116396,0.0008259548471756457,0.21188448451688574,0.0985155145084343,8.326254970828259e-06
93,PLCE1,0.07956864407309695,0.09934520736567948,0.0008430308068775942,-0.0008335542024286763,1.6238530128822628e-06,0.9907650433619088
94,BST2,0.14896810343959369,0.0992526530461004,0.0008480196277972963,0.7723777254678601,0.6049706082522803,1.3926127941361019e-40
95,FANCI,0.12660045416141524,0.09924007282482278,0.0008486999811586466,0.539969184931082,0.34949729151895315,6.845587617296863e-10
96,TJP1,0.0676968351570202,0.09797473556446336,0.0009199752449474984,-0.8147021116853496,0.6101321400302101,2.785268224446075e-39
97,JAG1,0.12446565162713175,0.09696208638327117,0.0009812758924480493,0.4933068973929067,0.3938824108458677,1.1826384292232871e-21
98,ORAI1,0.09920315350986282,0.10639834975595497,0.0009845180860804108,0.09546695827643678,0.05309929375228748,0.01748269066513754
99,FTH1,-0.13629977395042386,0.09678074256839643,0.0009926743994557595,1.5245529217604599,0.5701953685761759,4.721340283916337e-37
100,FLNB,-0.1148830668849542,0.09621007474924803,0.0010294098156536737,-0.4107375199933432,0.10699768939505076,3.2349252882462456e-06
101,PLCG2,-0.1071164602835343,0.09555474387204778,0.001073264674650684,-0.4507212571448826,0.4232664116002699,9.93210875201022e-25
102,G6PD,-0.08304514787964129,0.09528748565570327,0.0010916783157288213,0.2496535123772441,0.2558102597231493,5.3840726986657626e-14
103,AQP1,0.12916770729210847,0.09520958413235338,0.0010971044744097027,-1.036675454157655,0.5451777211571618,1.102586830567692e-34
104,JAK3,-0.07470359313672044,0.09492689716836672,0.0011170209362952037,0.5238079914470004,0.2410861653078045,1.483570671453429e-09
105,FCGR2A,-0.1103756699968491,0.0948810495209074,0.0011202847986620818,0.4613824718706799,0.3415830124534011,1.3300944684328738e-11
106,RASAL3,-0.08885166521429949,0.09479530124710618,0.001126414631323951,0.8143555416137116,0.5826416398912752,2.781693337814307e-38
107,NBN,0.0748737463747519,0.0942082669683951,0.001169284739409096,0.19729225945118184,0.3517824700626857,8.086274491356575e-20
108,CSF1R,-0.13006841359368654,0.09308539581260387,0.0012558569109270687,0.6455346828645117,0.4696760917352279,3.874671001400194e-27
109,PELO,-0.047248108668941295,0.09236381424654128,0.001314825037948291,0.10312022184277143,0.16331148720450575,5.1113873541945895e-09
110,RFC3,0.07889660061818016,0.09163993020591654,0.001376748590160663,0.0965923795024388,0.16993318766858567,2.339439913387556e-09
111,GNAI3,0.06611119792203117,0.09133069008769344,0.001404078733186555,0.21344072568757905,0.37846800273612624,1.3791201463399219e-21
112,KAT2B,0.0775497813905193,0.09120267274769972,0.001415550091127146,0.23390278750412866,0.20009187432699807,0.0009983181873291056
113,CAB39,-0.059823064613510876,0.09102995515268764,0.0014311748782610027,-0.32011849806327697,0.6912799352250083,6.872727022453622e-51
114,CAMK1,-0.08707689810488567,0.09033399234207112,0.0014958932205510096,0.3606225359809263,0.4987792749448965,1.2922133174098711e-30
115,CDH6,0.1003617245260526,0.09007801169602757,0.0015204229329344693,0.16712244289266992,0.04562257506247446,0.002786237669199585
116,CYP1B1,-0.15603710117334618,0.08895801352058852,0.0016325438004338529,-0.009365519015672744,7.854860752541162e-05,0.9044359953728812
117,PIK3C2A,0.05690246316945511,0.0876867260030032,0.001769815458532311,-0.06682683380213242,0.13243450843223276,1.8286730822262143e-07
118,PBRM1,0.0720817685894508,0.08763704778493901,0.0017754069605726288,-0.2589609488345647,0.3893151770245784,2.5094205348263587e-22
119,PHGDH,0.1432579899974792,0.0861514916242492,0.001950995729159558,-0.9453738141407476,0.5251481667894088,7.033330449311895e-33
120,SLC26A2,-0.13363245709405489,0.08598976206859181,0.0019711266867472725,0.17956322975791514,0.14604638364559452,0.01367309407625039
121,APEX1,0.08912154585709374,0.08585412409318592,0.0019881694587955273,0.08354869588775604,0.05569751416413564,0.0009235937921318301
122,SLC2A5,-0.12919685070969572,0.08482316822786416,0.002122600277859659,-0.2677980181842051,0.0500023837797082,0.001723158771001445
123,MAPK13,-0.12259000873837138,0.10314994324050454,0.002149113051777309,0.5011584454553074,0.4564272030352494,3.2520109319254704e-27
124,TBC1D1,-0.07262375582923182,0.08413730664543201,0.0022170141459689685,-0.2657684937359553,0.4439830580657038,0.050029612786750284
125,TBC1D1,-0.07262375582923182,0.08413730664543201,0.0022170141459689685,-0.2657684937359553,0.4439830580657038,0.050029612786750284
126,RASAL2,-0.10815818763554316,0.0834640794675827,0.0023137596610609376,0.12395542119712905,0.12342445475779515,5.094887991847513e-07
127,PDPK1,-0.0898168509164812,0.08279891062122666,0.002413481177110197,0.09751412771350566,0.16588609805794718,3.7743375749373395e-09
128,CAV1,-0.1781333310639881,0.08260918240171708,0.002442702912795314,1.3682975874072203,0.7393786328767661,5.773866277127875e-58
129,HLA-DMB,-0.13141344038074818,0.08259558225106513,0.002444811099787141,0.7872142315079265,0.5006640792755394,8.983702953212195e-31
130,VGLL4,0.08634446818841528,0.08246840691869006,0.0024646128636657896,0.004747510777922961,0.00018982271375182996,0.8487850135792495
131,TOP1,0.07757189450947062,0.08182166391256263,0.002567816966967857,-0.005919538911784035,0.0005674377123879375,0.7416341514714863
132,AIF1,-0.14070033506368546,0.08140134499085896,0.002637190080287408,0.4653996225222941,0.33440347283835903,1.0507538965141413e-18
133,WAS,-0.12073289222659295,0.08012288458624454,0.002859908011905566,0.8125372227327721,0.5178399628839736,3.0684728560394455e-32
134,GNGT2,-0.15912473111098327,0.170110437014345,0.0029166107881678604,0.07551614565299951,0.01611858847872932,0.3846853251102389
135,SGK3,-0.07151699021998609,0.08693509497596541,0.003050567747698974,-0.12224984875971424,0.08824921102929663,2.596033319070165e-05
136,PRKD2,0.06264445572318914,0.0788054593833356,0.003109075042918735,0.39015877977384505,0.6157583874903892,9.675085681189933e-42
137,PRDX1,0.06380590253621045,0.07815371573924351,0.0032402427965068513,-0.14753376946109226,0.12817738691133354,2.970498324195936e-07
138,MSH2,0.09767494995609377,0.07804347304118903,0.003262970283834041,0.2759430499836434,0.5211953610206405,1.5645599304622544e-32
139,CAV2,-0.12611336570933684,0.0779112313055247,0.003290443294350006,1.1701112718378222,0.655754894518964,2.4518396696478668e-46
140,ITGAL,-0.10047903158022133,0.07783070674456342,0.003307285241349223,1.0573305034142797,0.5672664238190993,9.084812857155046e-37
141,PRKAA1,-0.03821206400221719,0.07687204514698942,0.0035145347334014764,0.08774204525738064,0.1290432572182283,2.6917830008521226e-07
142,CDKN2A,-0.16167900471762792,0.0767006460501919,0.0035529339569667358,0.057703873763428684,0.04422607942937521,0.0032484271269223037
143,CDKN2A,-0.16167900471762792,0.0767006460501919,0.0035529339569667358,0.057703873763428684,0.04422607942937521,0.0032484271269223037
144,RASSF1,-0.07272163976868133,0.09176659338354562,0.0037055740640105092,,,
145,PKN1,0.056651609292440966,0.07591751852015642,0.0037337874307782756,,,
146,SYK,-0.11172778339288003,0.07536854138103041,0.0038660279203255204,-0.7575489132397052,0.5044681529359335,5.302159401460915e-09
147,SYK,-0.11172778339288003,0.07536854138103041,0.0038660279203255204,-0.7575489132397052,0.5044681529359335,5.302159401460915e-09
148,ITGA1,-0.08836899151626885,0.07498960238525575,0.003960031669728947,-0.00906820110234118,0.0003325045409710244,0.8007630293765201
149,GSN,-0.08517131800406337,0.07488736280067458,0.003985783726880804,0.4591768085489025,0.1045714085096703,0.0003341810944067194
150,GSN,-0.08517131800406337,0.07488736280067458,0.003985783726880804,0.4591768085489025,0.1045714085096703,0.0003341810944067194
151,GSN,-0.08517131800406337,0.07488736280067458,0.003985783726880804,0.4591768085489025,0.1045714085096703,0.0003341810944067194
152,APC,0.059585306317879214,0.07484332390762584,0.003996927782916965,-0.4244211296371353,0.4571626492709909,0.004033143763868759
153,APC,0.059585306317879214,0.07484332390762584,0.003996927782916965,-0.4244211296371353,0.4571626492709909,0.004033143763868759
154,TLR2,-0.09734764614130452,0.07369789643904047,0.004297989364178218,0.6645735677197475,0.5775790890968122,2.344070848674705e-28
155,VPS18,-0.03801121087787805,0.07349805433218942,0.0043527940606179595,0.117982151501626,0.2307407388178806,1.3613635428371535e-12
156,PLCB2,-0.1008215113415449,0.07325637641483075,0.004420007185737839,0.7408728772586414,0.58126383227941,3.821419056883638e-38
157,EHHADH,-0.09985430984152363,0.07307684351795563,0.004470608866791202,-1.1088008501798114,0.6154874589507517,1.0354655272695167e-41
158,ITGA3,-0.13902144601581834,0.0727964545320162,0.004550799798217226,0.26905824786648275,0.21029158958810654,1.7663802031323382e-11
159,VPS39,-0.03768713518552157,0.07269772593648081,0.004579377603927196,0.245259919898812,0.5371734652829516,5.928032768196755e-34
160,CXCL10,0.1949799939165555,0.19135326755598744,0.00476292008972385,0.1836237204919988,0.06982680198140365,0.3226741928576343
161,PTPRZ1,0.14376693454543776,0.07204696011860408,0.004772296823486535,,,
162,CLTC,-0.09610241439660933,0.07169080512079835,0.004881304030181367,-0.18614894085243294,0.5398458584932228,3.391730682702179e-34
163,VPS41,-0.04100084288356052,0.07095563106794077,0.005114270104246411,0.12902972980921512,0.1887511966101656,2.4627795761679656e-10
164,RRAS,-0.08273630931800231,0.0704598747189904,0.005277626693092146,0.2333001610298146,0.2684542186667305,1.0152476446741613e-14
165,BCAN,0.2109906280376319,0.07042632239343098,0.00528886962750609,0.4158854105651579,0.09450645188921887,0.4209794211924763
166,CHUK,-0.04973800704383925,0.07005319156844671,0.005415530708028775,-0.22051207167377515,0.5272806185047494,4.556650513544158e-33
167,MAP3K7,-0.046562417365402335,0.06998723017599875,0.005438235889825091,-0.1666807793979913,0.3697509847287721,5.311312432825866e-21
168,THBD,-0.1198791948731466,0.09595981669422424,0.005467228997353434,0.10263642404500192,0.046999454463549764,0.002957047387312473
169,NOS2,0.1521535871333557,0.08386553091740366,0.00563098853713215,,,
170,COL11A1,-0.13723861708711016,0.0762433775686374,0.005666368818848381,,,
171,RELB,-0.07162051418163069,0.06929993654003291,0.005680570384280712,0.5137042609378669,0.5085651598580102,3.3760311325018464e-30
172,HLA-DMA,-0.13136061543509414,0.07615931051047553,0.00569402196778525,0.8944715708421606,0.5965610594288083,1.0594137652711881e-39
173,MAPK8,-0.08830943485844693,0.06914703066760804,0.005735939915897814,-0.1815329205388513,0.23277154220419996,1.0518133344130555e-12
174,FTL,-0.18135826109710435,0.06864878491780231,0.005920146278297519,1.564023359275578,0.3668857423417841,8.24058225421268e-21
175,HSPA1A,-0.07034776246718606,0.06844371194191527,0.005997677213378939,-0.028657647483668287,0.008552417280705016,0.1996626510216633
176,BCR,0.07281086667993703,0.0684414179723066,0.005998550220320242,-0.4574147744773937,0.699443174672552,5.2160781544646915e-52
177,BHLHE41,-0.08875469278878155,0.09320703674498416,0.006220110010441194,0.9098630994382312,0.6905362657952521,8.029810825010893e-08
178,ACAN,-0.16603824739339815,0.0677644521919109,0.0062618328082299475,0.7821751688216168,0.2149098850458044,0.0050346189456876075
179,ACAN,-0.16603824739339815,0.0677644521919109,0.0062618328082299475,0.7821751688216168,0.2149098850458044,0.0050346189456876075
180,ARRB1,-0.11832004733509653,0.06582579112570014,0.007081786137121558,-0.05194979845303132,0.024071770310870082,0.030762389510986456
181,MAPKAP1,-0.038873940271906965,0.06563913317476859,0.0071662143330466,-0.3152971520768509,0.6990904887187099,5.839111744807099e-52
182,VPS33A,-0.02875795843690102,0.06555580396143666,0.007204231246650455,0.06547451912844443,0.090636806096475,1.994027546569976e-05
183,HSPA6,-0.04559855719720075,0.06542769271279568,0.007263074589767377,0.04325286738249917,0.01012647833512068,0.31424778108091705
184,ACTB,-0.05428140840313311,0.06492905413025796,0.007496742676086812,-0.0006277504817177335,3.7183323637211035e-06,0.9787113481579436
185,HLA-C,0.10993430704218736,0.06462263745289266,0.0076440672440220144,0.8672871771096117,0.1637459553779652,3.9394818810378884e-05
186,HLA-C,0.10993430704218736,0.06462263745289266,0.0076440672440220144,0.8672871771096117,0.1637459553779652,3.9394818810378884e-05
187,RDX,0.08639043849058263,0.06461030351490281,0.007650057944938923,,,
188,PTPRA,0.083035377811575,0.06459979633208954,0.007655165098615844,-0.25453315931753506,0.3254047696666837,3.8649265483245655e-18
189,CFL1,-0.04391350886531886,0.06394557014265381,0.007980007512305605,0.21493785666795198,0.4294414952175601,3.5088436450429036e-25
190,SQSTM1,-0.05281933190862439,0.0639140385083769,0.007996009504499664,0.6206862036286538,0.3812694670658576,8.906269751780871e-22
191,SLCO2B1,-0.08818497898222431,0.06375455135667274,0.008077443553566424,0.3715997358778464,0.25293552239768513,4.0313778249550094e-11
192,PRKD1,0.0565939430881938,0.06360927100890823,0.008152349602529559,-0.1701252177565459,0.1771547628678813,9.913943777141986e-10
193,MSH6,0.08757868578130343,0.0631691176839981,0.00838358499047362,0.3615326278191728,0.5469281405682702,7.602633232703355e-35
194,EFNA5,-0.1435774754903746,0.06302252307179151,0.008462054936259544,-0.16784422622692624,0.054353593073791465,0.005075774893001542
195,AKT3,-0.09002024243999669,0.06290375088505866,0.008526173739387376,0.1060312292668544,0.054110741496175715,0.0010987658548673037
196,SERPINB9,-0.06773935397108076,0.06208322335711596,0.008982698334402218,0.24557150011066,0.17254487794799298,1.7162978673470769e-09
197,CD14,-0.1501039932470297,0.06197705820728223,0.009043537753982079,0.4057698704695633,0.3244811807597,4.413485556937109e-18
198,PKM,-0.0670590892505507,0.06190367277757788,0.009085834715018342,0.3999314699336521,0.2856957809596499,9.98002373056481e-16
199,PKM,-0.0670590892505507,0.06190367277757788,0.009085834715018342,0.3999314699336521,0.2856957809596499,9.98002373056481e-16
200,AHR,-0.10886469042657544,0.061698022680064524,0.00920542931224796,0.6988301734742416,0.6214894777745581,2.275820175075714e-42
201,COL9A2,0.08791834908211972,0.061685577517991926,0.009212717397961891,0.19192950579912013,0.0034709787304034565,0.6205207483562789
202,CDH2,0.05929973593652471,0.061254431580506766,0.009468824868849687,-0.15852957639330753,0.05044741323257637,0.0016411345293505552
203,SLC7A11,0.14977471067513276,0.061115742521830066,0.009552723922351332,0.9647653077610568,0.7370447654842996,0.013381549470587796
204,PLCG1,0.05508397501838197,0.060959004258697186,0.00964844384149798,0.07248417828338426,0.04368176720416723,0.0051138181629442865
205,AXL,-0.05957191214743415,0.06092664498242782,0.009668325687972098,0.27648361636113034,0.24582698799529015,5.258898283918105e-06
206,PRKAB2,-0.062195467081299124,0.060869155033807236,0.009703749956366208,0.4291474057237688,0.5339791700456725,1.1506438173447354e-33
207,SRPX2,-0.11224201949941973,0.059465588082722225,0.010610404184316772,0.2034984187005356,0.032604498948080464,0.011752136796506892
208,RIN1,-0.061372281903207836,0.059332772222646726,0.010700505130046634,0.6621248393661084,0.5354584069222681,8.956822950068988e-30
209,MAP3K11,-0.05136182762034976,0.0647735040659804,0.011017177682990638,0.2336302833456505,0.3699109374342885,5.1823638325417886e-21
210,PTEN,-0.09017144990954497,0.05881393390659768,0.011059941343135196,-0.3307859544884743,0.4693288611111223,3.1969404574398788e-28
211,SMAD1,0.0606858418644198,0.058517574806418435,0.011270693720210695,-0.3009849581385688,0.23767433789774894,4.723229775921924e-11
212,FGD4,-0.047925083403895584,0.058169075957962724,0.01152371860403149,-0.30779754478707816,0.4468049472702023,1.771133474569769e-26
213,TYRO3,-0.07143014181290762,0.058015237412976685,0.011637229404432993,0.43815446883788894,0.4204866304713975,2.691188177558166e-15
214,RASA4,0.09187551294623104,0.05780851825967444,0.011791538903788859,-0.16846347236647882,0.03066236466406268,0.09501307120909737
215,RFC4,0.07269184780052029,0.057802640287616974,0.011795956719897156,0.20843944791703206,0.446156563529451,1.983340355625316e-26
216,SETD2,0.04459427792355074,0.05774277588044172,0.011841045453525328,-0.14963298985880713,0.1550743574465306,1.3414706034291636e-08
217,PDYN,0.18913350315006688,0.05674267951505479,0.012620588397488306,,,
