,Comparison,Slope,R_squared,P_value
60,LDHA,1.31477634963025,0.8376442768296549,1.0061231694299965e-77
1118,PFKP,2.4279520312890566,0.8286914902667307,1.7492179119615764e-75
451,HK2,1.75398933396511,0.819093884908326,3.2966726413648835e-73
741,ENO2,1.9255201606175376,0.8183962386624352,4.772339817646769e-73
218,GYS1,1.2102222912075105,0.8120425228338571,1.3005894272834703e-71
481,ALDOC,1.162459907613533,0.8112723618413534,1.9267698971743887e-71
832,PGK1,0.8778703487256302,0.8055907923588624,3.333832889475828e-70
347,PDK1,1.224539955475214,0.8029746706512663,1.2048789556853388e-69
916,DDB2,1.1842172481706386,0.7993582645380066,6.922063305928212e-69
1111,ACLY,1.3676219242446535,0.7984916172458967,1.0475262685709178e-68
1110,ACLY,1.3676219242446535,0.7984916172458967,1.0475262685709178e-68
294,BRIX1,0.8187626434621147,0.7923251947986346,1.899036625021104e-67
142,ENPP3,1.3808815358088518,0.7862711276683922,3.007447324290372e-66
1164,TPI1,0.7638717158101223,0.783686898219639,9.549664263130822e-66
571,GPX3,-1.492578515273329,0.7773033910277765,1.5642120412213273e-64
492,SLC2A1,1.7530419390202452,0.769208643762199,4.8429337536977587e-63
627,SLC2A3,1.5116930637156438,0.7579401758093668,4.739962855498982e-61
926,ICAM1,1.1328037436099567,0.7561846518647353,9.496227289388975e-61
479,ACTN4,-1.12089296051382,0.7515431066595436,5.822518501837874e-60
478,ACTN4,-1.12089296051382,0.7515431066595436,5.822518501837874e-60
925,EIF4EBP1,0.7194304836841612,0.7476141712853981,2.632506265457034e-59
1079,GRB14,-1.3165970637740885,0.7412653840106519,2.8707454316448374e-58
285,CAV1,1.3682975874072205,0.7393786328767661,5.773866277127876e-58
682,TYMP,1.2942925742383613,0.7389486546699656,6.765802751312128e-58
2,MAPK1,0.48748940486555353,0.7384307324006211,8.186615988106526e-58
703,FGF1,-1.4484179941808972,0.734552441115208,3.371831822092738e-57
1013,VIL1,-1.5169285421769054,0.73421606857303,3.808575524742369e-57
66,MAP4K3,-0.485336257411283,0.7331548104567938,5.587472098596031e-57
561,NPC2,-1.550740884969684,0.7326382679754061,6.729667328584583e-57
51,ITGA5,0.8618078162431018,0.7320646305546847,8.270242636878825e-57
857,ANGPTL4,1.4625894019802979,0.7298693727240485,1.8128594007919763e-56
370,ALDOB,-1.932592099376792,0.7278325533822919,3.7337757313035317e-56
4,FHIT,-0.9969804149712135,0.7266158249576724,5.734254188922349e-56
836,FABP1,-1.9870057421450111,0.725351730942175,8.936865189922658e-56
215,PRKAR2B,-1.1589829636179902,0.720785240964015,4.365577232977516e-55
438,BAIAP2,-1.1276486750271415,0.7187153356760287,8.883722302990558e-55
1069,CCND1,1.2861564285421765,0.7327496042231264,1.294507634212583e-54
1004,COL4A4,-1.4489675640260236,0.7328186277287966,2.4520894548719558e-54
542,VIM,0.9467590991791305,0.7103678390243255,1.4803540260082205e-53
374,TSPAN8,-2.2234864606616243,0.7101840170211485,1.573524780995591e-53
630,MET,0.9278728915457721,0.7069525602584533,4.5724306749275935e-53
779,LRRK2,0.866893349214858,0.7064873901733606,5.326181047588064e-53
751,CDH16,-1.276756618310073,0.7058943605300275,6.467673706154811e-53
1158,ABCC3,0.9792360462823814,0.705564594892909,7.20392739134414e-53
815,ACAA1,-1.270964090629826,0.7016709060157533,2.549699555655885e-52
288,BCR,-0.45741477447739365,0.699443174672552,5.2160781544646915e-52
527,MIF,0.5403169573152615,0.6992704840218817,5.512456009586928e-52
415,MAPKAP1,-0.31529715207685094,0.6990904887187099,5.8391117448070995e-52
864,PFKFB2,-1.5002535782791986,0.7134920175578374,7.904832858194442e-52
865,PFKFB2,-1.5002535782791986,0.7134920175578374,7.904832858194442e-52
373,PFN1,0.4465880134594715,0.6979252732267098,8.46910327868195e-52
22,CSPG4,1.0809677716239598,0.6968110877383505,1.2069129775788767e-51
300,CAB39,-0.320118498063277,0.6912799352250083,6.872727022453623e-51
726,RASA1,0.4066508098637035,0.6877388822730014,2.0593060969390414e-50
239,PGK2,0.8288731371844278,0.6867436237909201,2.797072008675318e-50
509,LDHB,-0.8524574401167825,0.6847808745559933,5.101869788974704e-50
253,RICTOR,-0.2986138507279685,0.6840359301407496,6.402883397439653e-50
717,ARHGEF7,0.41885215110041357,0.6836729936278609,7.150757352260938e-50
1134,ARF6,-0.43866823527537163,0.6835706998040698,7.376737275466441e-50
713,MGAM,-1.3092498210599026,0.6816562300598908,1.3181110810802954e-49
722,ANXA2,0.7290154269895825,0.6745209271812935,1.1126724251180944e-48
856,BAX,0.4920967981094314,0.6738382440411007,1.361258685996602e-48
281,DIAPH1,0.6017125424629745,0.673643336558278,1.4418149545196576e-48
459,NEDD4,0.49527732599526253,0.6680315282466522,7.439033874405791e-48
235,PCK1,-1.5828020589417586,0.6672932012654141,9.212495827068002e-48
96,PSAT1,-1.646015076935488,0.6638567675847169,2.4768526358674484e-47
41,SFRP1,-1.4891480173694243,0.6635552756900318,2.7000695869388675e-47
716,MYL3,-0.9370299741656427,0.6611870002096271,5.303814397475767e-47
775,ITGAX,1.4484140504093335,0.6596109339630039,8.2906773999267e-47
28,COL4A1,-0.9445985467544785,0.6574374010900453,1.5299338135393331e-46
644,ENO1,0.9399038221591185,0.6558862886252868,2.363375745766805e-46
1139,CAV2,1.1701112718378222,0.655754894518964,2.451839669647867e-46
640,HSPB1,0.6416244719498323,0.6519012925375275,7.159408026565052e-46
292,CYCS,-1.0051638507008427,0.6513321617235697,8.378644132325565e-46
786,ITGB2,1.1621080200023588,0.6511632830067874,8.778455473983487e-46
427,SDSL,-0.8249619605958067,0.6509193300898342,9.38955010704077e-46
36,ACADM,-1.2294087974582821,0.6491192106500897,1.5405671222224863e-45
428,FKBP1A,0.4300725012187658,0.6490063882269806,1.5889907985001825e-45
107,MYH10,-1.1560974493229899,0.6972294950291039,3.468307227198822e-45
105,MYH10,-1.1560974493229899,0.6972294950291039,3.468307227198822e-45
106,MYH10,-1.1560974493229899,0.6972294950291039,3.468307227198822e-45
554,BID,0.5162364831439019,0.6455734232442437,4.0555846649321646e-45
660,PCK2,-1.4898171494420078,0.6451664138332768,4.5293777203736134e-45
359,ANGPT2,1.269108585257462,0.6442313034393874,5.835495001629549e-45
409,SCD,1.3504068027504468,0.6617348993094454,6.104083301734963e-45
995,KTN1,-0.45876606162770606,0.6433300078562646,7.445013765012834e-45
386,SDS,1.5096498741298585,0.6746410869257627,8.928528490993902e-45
736,GNG10,0.6808597440555727,0.6416112319544229,1.182681437159128e-44
410,SLC5A2,-1.5939434426097394,0.6404954724095401,1.595281129244887e-44
185,SOS1,0.28218169354606787,0.6366137155679761,4.486382494929212e-44
618,CYP4A11,-1.3179045477324507,0.6359420262698915,5.359390763823668e-44
1166,MYOF,0.7898472494523341,0.6310046980149724,1.9606880846623708e-43
